tracks,idTracks,artist,idArtist,nameAlbumTr,idAlbumTr,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Caffè,2WoqekZTPdDdiJ1RgSldUT,"['Bresh', 'SHUNE']","['7FeObngbQ0GY3SojNwKdKn', '5YV5crRpcdknHgEzystZHr']",ORO BLU,1lqbweQ3w6orHhehLOlZim,0.644,0.755,8,-6.768,1,0.0422,0.0291,0.0,0.0809,0.58,94.529,189025
Jungle,6s0Lif8DQwnVE6Wkb2BVqY,"['Tedua', 'Chris Nolan']","['1AgAVqo74e2q4FVvg0xpT7', '1xsYReh7zhty26wD4tprKh']",Mowgli,2F4YVNFy52kTEGDXdeYiZX,0.727,0.794,9,-6.491,1,0.247,0.0383,0.0,0.0887,0.202,127.606,206387
MI ANTHEM,3k4O2cb414A8GS6Tzk4tiN,"['Salmo', 'Lazza', 'Verano']","['3hBQ4zniNdQf1cqqo6hzuW', '0jdNdfi4vAuVi7a6cPDFBM', '1UY14QmPtbYtJp41TBmquK']",BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,0.7,0.51,0,-6.061,1,0.408,0.271,2.35e-06,0.116,0.531,131.602,129408
Fra le note,7F2H0BrYM1VszjX54sSaHM,"['Wiser Keegan', 'DJ Fastcut']","['7yyNWNKL62huGbzW13Ghur', '5wlZkgwhLD0Zbsj1sH99Dw']",Magic boulevard,3x8eBEnzxafgEgDQLvhRRf,0.592,0.719,9,-7.944,1,0.336,0.215,0.0,0.299,0.885,88.642,185760
Non Ho Eroi,6DjMUbBL4Bqg32cq6FmwyA,Bresh,7FeObngbQ0GY3SojNwKdKn,Che io ci aiuti,2E7FoEPUap1gOqOQOgQWqc,0.348,0.435,9,-9.699,1,0.0682,0.484,0.0,0.118,0.564,80.816,223913
La legge del più forte,1fHP9qfz4v4df0XiAppzmf,"['Tedua', 'Chris Nolan']","['1AgAVqo74e2q4FVvg0xpT7', '1xsYReh7zhty26wD4tprKh']",Mowgli,2F4YVNFy52kTEGDXdeYiZX,0.697,0.637,7,-7.373,1,0.3,0.217,0.0,0.178,0.403,126.678,187053
ANNA,17zj2Oli03sgcCAYc75JiO,LIBERATO,4X89u81dkCXBSGo8i2DhMW,LIBERATO II,2C6181H1enBSZDL8kbhUXQ,0.576,0.54,5,-10.817,1,0.0455,0.0318,6.2e-06,0.206,0.584,111.097,208000
Lucifero (prod. Yazee),7gY3qneACKqhzMD5jBo6Zq,Nitro,6jQZzWW3JlEtcRDSzFVKSP,Lucifero (prod. Yazee),4FRzJEC6SQOkU0IpnptlBY,0.899,0.732,0,-7.064,0,0.111,0.0476,5.02e-05,0.106,0.698,125.006,180600
DARK LOVE GANG (feat. Ketama126),0Ca5e9G4tt43td6G8hgszG,"['Dark Polo Gang', 'Ketama126']","['4CuMwzDzEdlUJMEna38VQ0', '0pSx3asj3usz5PRt8COo0E']",DARK BOYS CLUB,7508al6lFNaTBwdKsKwOR4,0.722,0.649,5,-5.888,1,0.0403,0.0857,0.0,0.0849,0.322,130.064,175080
Dune,5XCY2ogTgupKyTJlSbPbZr,"['Tedua', 'Chris Nolan']","['1AgAVqo74e2q4FVvg0xpT7', '1xsYReh7zhty26wD4tprKh']",Mowgli,4T19xZnZrXoT43ay2iXF0O,0.854,0.702,2,-5.651,1,0.149,0.0743,0.0,0.0668,0.16,133.984,217480
Dal Tramonto All'Alba,2grg1DurcEjO8DuYVYF6rb,"['Noyz Narcos & Fritz Da Cat', 'Salmo']","['30oT4GEn5oMpWQE7RaHQTE', '3hBQ4zniNdQf1cqqo6hzuW']",Localz Only,5XID6N0fIfRdB44Hk0kR8I,0.54,0.874,5,-4.097,0,0.307,0.116,0.0,0.0598,0.632,77.725,198638
Wsp,399VieFEc88ZFDt4hgL7pp,Vaz Tè,65ddsrNChT3wol9kEIJqKY,VT2M,2p3ziJelLL0XuQzYFTq0bh,0.535,0.581,5,-6.393,0,0.0587,0.00443,0.0,0.0787,0.0391,144.16,205000
NONMIFREGAUNCA,7pn98BQEkccJIcR5Yl8980,Ketama126,0pSx3asj3usz5PRt8COo0E,KETY REBORN,5aBtWCXxhAm1OjDPeht9QG,0.804,0.592,2,-7.638,0,0.0373,0.115,5.99e-05,0.174,0.418,137.961,184586
Amore (feat. Greg Willen),4gKkcGeCIH2JSfcJ07iJ0P,"['Bresh', 'SHUNE', 'Greg Willen']","['7FeObngbQ0GY3SojNwKdKn', '5YV5crRpcdknHgEzystZHr', '51ltJZ6rB893AdzgCxSOV3']",ORO BLU,1lqbweQ3w6orHhehLOlZim,0.637,0.66,10,-8.357,1,0.0473,0.0271,0.0,0.0881,0.347,126.124,165825
SPINE (feat. Coez),6WeWS6o2LddqgPKgmW7AVa,"['Noyz Narcos', 'Coez', 'Sine']","['49UAapOfpOg1ZOU4xf2NgY', '5dXlc7MnpaTeUIsHLVe3n4', '4IEJn7FhTQoNgvSlBH8H6n']",VIRUS,1PuzNok4t4FnyY92G202UU,0.623,0.697,0,-6.14,0,0.0806,0.409,3.46e-06,0.224,0.474,84.989,155294
"Over 2,5 (feat. Tedua & Rkomi)",2hJURAyTFMZM9dOQEGrwIW,"['Vaz Tè', 'Tedua', 'Rkomi']","['65ddsrNChT3wol9kEIJqKY', '1AgAVqo74e2q4FVvg0xpT7', '056KMTw6IztdQjBmFfVyO3']",VT2M,2p3ziJelLL0XuQzYFTq0bh,0.584,0.832,6,-5.282,0,0.307,0.0658,0.0,0.506,0.264,134.813,171940
Lucciole (feat. Generic Animal),3G41g0SXKkbOEq0sAThZWn,"['Ketama126', 'Generic Animal']","['0pSx3asj3usz5PRt8COo0E', '6758RYtQUoFGOvE0jUxQvK']",Rehab,6kUIBi51SFokQ9NMBXuXue,0.723,0.705,9,-4.332,1,0.0519,0.00223,0.0,0.116,0.144,149.961,173500
Nse Vedemo Mai,3Az742h1PAJTxfFydIHj96,Gianni Bismark,26PZBCQnswFp61ccTrVJOa,Nati Diversi,2SgaGj8qN96m3vVEUOD85M,0.546,0.371,8,-13.281,1,0.131,0.932,0.0,0.114,0.154,79.134,123470
CRY LATER (feat. Sfera Ebbasta & Luchè),6rY8VQS4hEgdG3OqKd9lBJ,"['Noyz Narcos', 'Sfera Ebbasta', 'Night Skinny', 'Luchè']","['49UAapOfpOg1ZOU4xf2NgY', '23TFHmajVfBtlRx5MXqgoz', '2E6AK3UPEGCvjnzuygCh2h', '3yiEJ9SByXZMXTwaKdVFN4']",VIRUS,1PuzNok4t4FnyY92G202UU,0.703,0.885,0,-5.277,0,0.138,0.505,0.0,0.18,0.669,92.041,174620
"Mai brillo – feat. Disme, Vaz Tè",7uvYHwfvmsCCT0009ZNTZ0,"['Bresh', 'Disme', 'Vaz Tè']","['7FeObngbQ0GY3SojNwKdKn', '0CXnO9kUawdDjzToSqCC3p', '65ddsrNChT3wol9kEIJqKY']",Che io ci aiuti,2E7FoEPUap1gOqOQOgQWqc,0.634,0.721,1,-6.214,1,0.105,0.199,0.0,0.103,0.81,81.262,174394
Nina,0sXK6XKkBJzL3bbbzDXYae,Ketama126,0pSx3asj3usz5PRt8COo0E,Nina,20ZZ2pEcApPHC2Y09F1PpU,0.678,0.697,0,-8.2,0,0.0627,0.0303,0.0,0.285,0.289,105.026,180140
Veleno,5b5LAmQZx3mKmhL7PQGegi,Guè,7F2utINZ6tSokSiZTQBE27,GVESVS,1fONeOwepyow1t4dUw0RcL,0.793,0.772,2,-6.005,1,0.0422,0.24,3.15e-06,0.145,0.674,94.998,194107
Torna Da Me,5iSHLCuc0K3pUW16b7sSP4,Luchè,3yiEJ9SByXZMXTwaKdVFN4,Potere,2PjyVGPJwYRg9GbNXlicKM,0.626,0.557,4,-5.541,0,0.0339,0.658,0.0,0.236,0.785,120.034,180010
I soldi e la droga (feat. Lazza),20R9mqRNIAFyUl849j9DOc,"['Jake La Furia', 'Lazza']","['6JFRI91YaCXREGQYzHSnUH', '0jdNdfi4vAuVi7a6cPDFBM']",Ferro del mestiere,3MmCBPYzRAiMZc5tFMu0NL,0.714,0.797,7,-5.488,1,0.118,0.23,0.0,0.041,0.522,140.062,201875
Angeli Caduti,3102O3zC119IznqeNMeKGE,Ketama126,0pSx3asj3usz5PRt8COo0E,Rehab,6kUIBi51SFokQ9NMBXuXue,0.759,0.676,9,-4.627,0,0.0645,0.0239,0.00908,0.274,0.339,123.0,188000
Ya Lil,5klD6nw2BpQlGtThL6okQU,Hedi L'artiste,6byKOC4qCUM1PrEx7szALu,Ya Lil,0QrlF5tToTkwCeF5wnImIS,0.733,0.452,8,-8.742,0,0.224,0.385,0.0,0.0602,0.363,90.77,179750
DIE,3D29kjUyWxsT3jUUTtARVQ,Gazo,5gqmbbfjcikQBzPB5Hv13I,KMT,5rS3VIo8faf2gtaNvAIavb,0.695,0.63,8,-7.16,0,0.035,0.229,0.0,0.118,0.55,130.968,240413
Tahki berasmi !!,3HELGGfPvfnrF9B0aFYBgc,Stou,34S2x997xhDvKSFvhYzFFt,Tahki berasmi !!,3FQ5H4qS2t21mHxstRQBfd,0.929,0.379,7,-13.986,1,0.471,0.0732,0.0,0.118,0.775,129.984,129231
L'enfoiré,2S8wxDFED8PAo4ZqhyMRh2,Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,En esprit,4YUEcV66XwylhSNJI51ABq,0.652,0.621,7,-6.011,1,0.526,0.28,0.0,0.116,0.377,87.767,253133
Run It (feat. Rick Ross & Rich Brian),5x4vgABKiGp4Vg7ZyFRxhn,"['DJ Snake', 'Rick Ross', 'Rich Brian']","['540vIaP2JwjQb9dm3aArA4', '1sBkRIssrMs1AbVkOJbc7a', '2IDLDx25HU1nQMKde4n61a']",Shang-Chi and The Legend of The Ten Rings: The Album,2kAqjStKcwlDD59H0llhGC,0.688,0.725,2,-7.806,1,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,163373
Sans visa,1QGYjT3HX7LBkg3aE0IJ2K,Soolking,0GgY7hjMoGDsX8ZDe2mwds,Sans visa,5rncxkieoEvPDzA7VdNGQx,0.533,0.719,11,-5.265,0,0.15,0.0921,1.24e-05,0.117,0.403,152.993,205707
Wakti Yejri,2rdBSVBD6xMJOmCNrGniSr,Sanfara,2s55Po6VBr22RYwlCmYlY6,Wakti Yejri,7smElBnJjgj4vptmJx5OXo,0.598,0.654,11,-7.54,0,0.0773,0.213,0.00181,0.183,0.531,134.922,188667
Energy (Stay Far Away),11RIJRbBfyLlJut96itSFd,"['Skepta', 'Wizkid']","['2p1fiYHYiXz9qi0JJyxBzN', '3tVQdUvClmAT7URs9V3rsp']",Energy (Stay Far Away),6c2FMAZeFKi8pui6dlZqXB,0.836,0.614,8,-4.543,0,0.311,0.345,9.86e-05,0.088,0.603,101.97,199521
HONEST,58k32my5lKofeZRtIvBDg9,Baby Keem,5SXuuuRpukkTvsLuUknva1,DIE FOR MY BITCH,7Cw4LObzgnVqSlkuIyywtI,0.676,0.536,2,-8.79,1,0.0432,0.403,3.37e-05,0.105,0.373,79.037,172672
Habibi,2dyQYsU8cJLSGpVsbOy0CO,Ghali,3egWSWp7Y4FyCKIyvXbw7L,Album,09wqWIOKWuS6RwjBrXe08B,0.649,0.711,11,-6.924,0,0.103,0.148,3.22e-06,0.0972,0.523,111.763,184413
Ched Route,2XcjB88ZmKABwDf5ZwZx3m,Joujma,6J3OrlKMbWMx60M7QuDJsf,Ched Route (Intro),3fK5AohH8W94bOaa0raNZv,0.597,0.503,2,-11.687,1,0.287,0.0271,0.0,0.505,0.321,170.076,204917
TERRITORY,3GbXWrTaBizGpXnkoP0usz,The Blaze,1Dt1UKLtrJIW1xxRBejjos,TERRITORY,1HjK4VLno88QIn0fLWXpy3,0.563,0.44,9,-11.943,0,0.0822,0.286,0.683,0.269,0.213,120.009,276373
U Changed,5npnYyIsPSfZksDk7eklbr,4lfa,0aJZiLm1NBWMcCKp6mkHMY,Age Began Counting,0WQjqCLwtdFev1glIuh7h7,0.554,0.451,1,-12.145,1,0.322,0.328,0.000233,0.107,0.291,167.722,205845
30,0uClThgSmRJ6VJsHtRWUpr,A.L.A,3MKpGPhBp9KeXjGooKHNDX,30,6vEEanNSGKxs7KaF2bOwjD,0.86,0.52,6,-8.92,0,0.0837,0.522,0.0,0.137,0.528,116.042,167648
Tequila Shots,30KctD1WsHKTIYczXjip5a,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,Man On The Moon III: The Chosen,64nbgEEIcY4g1ElVLONJ0w,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293
Freeze Raël,6DPrYPPGYK218iVIZDix3i,Freeze corleone,76Pl0epAMXVXJspaSuz8im,LMF,7zrUnXByeOKHbXY3fyn6vz,0.645,0.545,11,-10.675,0,0.0511,0.375,2.32e-05,0.106,0.0379,137.09,268947
VALENTINO,6piAUJJQFD8oHDUr0b7l7q,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,DROPPED OUTTA COLLEGE,2eLpj5EDUhyAoTks8sxcKR,0.746,0.717,9,-4.841,0,0.179,0.199,0.0,0.132,0.523,150.964,179133
Six Days - Remix,5j3QqRGflS4o5jbsFSwKW1,"['DJ Shadow', 'Mos Def']","['5CE2IfdYZEQGIDsfiRm8SI', '0Mz5XE0kb1GBnbLQm2VbcO']",The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),4SJhZBuuLYlwUJGxWf8Pj0,0.641,0.943,5,-6.254,0,0.264,0.0351,0.000259,0.328,0.718,171.811,232000
Ferrari - Remix,3XucsgiwXb8KPn9Csf9Zmu,"['James Hype', 'Miggy Dela Rosa', 'Lazza']","['43BxCL6t4c73BQnIJtry5v', '45ruzGUmIr8WLjLOPJ9mGU', '0jdNdfi4vAuVi7a6cPDFBM']",Ferrari (Remix),0zWMvd5j2ozFDLycUIVzbt,0.818,0.728,1,-5.705,0,0.0724,0.0985,0.0,0.0917,0.597,124.974,172000
Blanche,5GyyPRvEwdI4wJSUbzxHQv,"['Maes', 'Booba']","['6L34dW6SKMSDaGIfYDU19j', '58wXmynHaAWI5hwlPZP3qL']",Les derniers salopards,5jzZ6P5fwaHQ3RWCaxN3IP,0.776,0.713,4,-6.121,0,0.143,0.525,0.0,0.306,0.551,127.987,193453
Le Dem,1MVNAwPHfriG7vPKHPjOW6,"['Samara', 'Didine Canon 16']","['0WfKB7Lqqykt6gdtirYJUm', '2aVPTWc4WYc7b384eatevF']",Le Dem,7oQ5tsytQGb0caO8SDmTUN,0.747,0.556,4,-8.765,0,0.247,0.159,5.67e-06,0.105,0.539,139.05,309469
Back to Basics (feat. Skepta) (Floating Points Remix),7JvuiP16UTKCnieS9E2Bg3,"['Headie One', 'Skepta', 'Floating Points']","['6UCQYrcJ6wab6gnQ89OJFh', '2p1fiYHYiXz9qi0JJyxBzN', '2AR42Ur9PcchQDtEdwkv4L']",Back to Basics (feat. Skepta) (Floating Points Remix),5AqA9sP5nWY0Q4ysvpJOdo,0.787,0.855,1,-8.152,1,0.122,0.00437,0.00218,0.0565,0.592,139.184,229108
Jamila,4HzkEyEZMUWZPjDfMNJULv,Nabil Louhichi,2bNcHSxAaOga9UCAspAJQ7,Bort Halq El Wed,2wGO6y7XB12lZWUlWu4NwJ,0.38,0.463,7,-15.563,1,0.151,0.357,5.17e-06,0.107,0.726,73.147,400027
Maktoub,5gcjlJBN0VbOcxMZlRTnmn,A.L.A,3MKpGPhBp9KeXjGooKHNDX,Maktoub,1aodjEwWr0vyVMIOGgGHuP,0.829,0.531,0,-9.573,1,0.0658,0.69,0.0,0.105,0.523,94.005,194096
Wallah,27gKrFJxhHhRkp0zSZ5dbY,Sou Feryville,1UUiLeOXTg9ec5BEAXy313,Wallah,0iXKkVUOr4zKpfbR9eTtrS,0.831,0.629,4,-7.174,0,0.141,0.329,0.0,0.0911,0.33,92.983,185173
a m a r i,2cnKST6T9qUo2i907lm8zX,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,The Off-Season,4JAvwK4APPArjIsOdGoJXX,0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,148421
I Wonder,3W1oHe6Sfi9fycAcz9EATc,ZHU,28j8lBWDdDSHSSt5oPlsX2,Musical Chairs Mixtape (Vol. 1),5s6mcniU1EWM3v2rR31FYA,0.76,0.631,9,-7.59,0,0.0445,0.0166,0.515,0.12,0.0698,124.001,241760
Ya Gmar Ellil,0BGF1u8yzueEsUENvIt4Qv,Fawzi Ben Gamra,3KqGGElRy3fJwn9auitBgW,Njibek Njibek,106QtpljIbmlbcpDKqS8No,0.336,0.845,8,-5.723,0,0.455,0.271,0.0,0.303,0.712,86.254,398968
USCITO DI GALERA,01DXwNf1GzEJkYTbXgL0eb,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.594,0.746,7,-5.853,0,0.137,0.188,0.0,0.0991,0.0802,164.231,172654
Marijuana,0GKOQlfwjH2T2VKGgs1UnX,Space,5NQTGy3FkbCnvnHrooIOgA,Marijuana,4x671AWmmJXZuud0DOTUx5,0.651,0.418,1,-12.828,1,0.21,0.437,0.0,0.105,0.424,82.563,164000
METAMASK,3QJsUCM4OO9lCksy9WjEkB,Stou,34S2x997xhDvKSFvhYzFFt,METAMASK,2Mrnt4JWL1LEAUkjbc7jjP,0.91,0.267,1,-16.024,1,0.483,0.0193,0.00285,0.425,0.288,114.997,144000
Champagne Shots,7dbyaRWWFvB9UG2vcwTd3J,Sainté,3DEdNjxF3ea9taOMCXouZ6,Local Mvp,02gUzFCFgKdsj8p1KcnASN,0.942,0.441,11,-11.448,1,0.469,0.493,0.0,0.138,0.925,135.028,144000
PIOVE (feat. Sfera Ebbasta),6BUueuMQR4k7CuoMEsnGou,"['Lazza', 'Sfera Ebbasta']","['0jdNdfi4vAuVi7a6cPDFBM', '23TFHmajVfBtlRx5MXqgoz']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.381,0.627,4,-5.446,0,0.114,0.232,0.0,0.0803,0.458,187.835,155863
Alive (with Offset & 2 Chainz),7w8SYlPLA9bqj7vRHvYNDz,"['Lil Jon', 'Offset', '2 Chainz']","['7sfl4Xt5KmfyDs2T3SVSMK', '4DdkRBBYG6Yk9Ka8tdJ9BW', '17lzZA2AlOHwCwFALHttmp']",Alive (with Offset & 2 Chainz),3ZwmW6RFyLF2dey4U87js2,0.811,0.726,2,-6.726,1,0.323,0.362,1.88e-06,0.121,0.57,150.061,235897
Better Now,7dt6x5M1jzdTEt8oCbisTK,Post Malone,246dkjvS1zLTtiykXe5h60,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267
RAPPEL,48BdA5qBxXVoe59xvu0bwc,Gazo,5gqmbbfjcikQBzPB5Hv13I,KMT,5rS3VIo8faf2gtaNvAIavb,0.486,0.786,4,-6.468,0,0.209,0.441,4.46e-06,0.077,0.534,94.644,217947
Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,"['Drake', 'Rick Ross']","['3TVXtAsR1Inumwj472S9r4', '1sBkRIssrMs1AbVkOJbc7a']",The Best In The World Pack,00HZxSA1sOS9T3nA950sg4,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427
Baby,2nKYHpmwjLaEOXS3o7QMiz,"['Quality Control', 'Lil Baby', 'DaBaby']","['6i392l38cR3uBPF0DbNs7S', '5f7VJjfbwm532GiveGC0ZK', '4r63FhuTkUYltbVAg5TQnk']",Baby,0ssH9wMngti9j73Rb9kcfO,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,142417
Dans mon monde,1r6y1Sd1PgtVMPj78K8zus,Anas,3jrZXTzqSuTBdfJeoSts1n,Dans mon monde,0T7P1bjVzYtK5VKogoFdlN,0.719,0.698,3,-4.577,0,0.0909,0.502,0.000271,0.12,0.621,79.512,196827
Omri T3ada,7rMmuMmb37vB0f4oq9INiq,NumbXiller,15ZlX7JBb0xJ5rFxGAC6KZ,Omri T3ada,5R4xtMp7Tu4tNwn9CvdkpB,0.841,0.487,9,-9.589,0,0.287,0.692,0.0,0.088,0.464,99.993,144000
Nour El Ein,3ZTuYuaV1fhdNnuIBuzTYy,Amr Diab,5abSRg0xN1NV3gLbuvX24M,Nour El Ein,3qZ0kZ8d3F8EpvEyx0yemA,0.747,0.658,8,-12.339,1,0.0784,0.265,3.98e-06,0.0379,0.772,100.066,307763
نعزف على آلة الفلسفة,0XGh7ULAB5Z6vwc3gJngd6,Aveyro Ave,0gcWKqqEEiY4xLTxZDBDu4,Infection 4 Incursion,501cNARAgDga9DALsrUvC9,0.808,0.666,9,-6.381,0,0.202,0.4,0.0,0.0769,0.272,129.935,284029
Tomorrow,4wzFYKgyMtU8KDl8d7N1Ry,"['Naqqa', 'Si Lemhaf']","['65D6dxtE0d7MoKoJfxOEyH', '3wOVvUvge4HJNiAgSMPNox']",Tomorrow,1BNLeUBIAYE6dPAKjKV21M,0.849,0.476,1,-10.597,0,0.0746,0.273,1.02e-05,0.148,0.819,127.983,243813
Mister Salta,7F8o1BauCAOB1dtcVGFaeW,Stou,34S2x997xhDvKSFvhYzFFt,Mister Salta,2s2Zl9ZXFRhs2g2J0KHxbT,0.852,0.561,9,-7.402,1,0.231,0.0226,0.0,0.224,0.821,153.011,177398
All I Know,0NWqNXBJTpXbkI5rPWNy3p,"['The Weeknd', 'Future']","['1Xyo4u8uXC1ZmMpatF05PJ', '1RyvyyTE3xzB2ZywiAwp0i']",Starboy,2ODvWsOgouMbaA5xf0RkJe,0.467,0.417,8,-10.614,0,0.074,0.421,0.000202,0.102,0.171,120.021,321027
Kontra,3fctUApGkx4Hi55n958WD7,Space,5NQTGy3FkbCnvnHrooIOgA,Kontra,3RgjxLGV078CQru8zTXiLI,0.722,0.611,11,-8.758,1,0.0753,0.733,0.0,0.0938,0.411,115.992,240046
THANK GOD,1o6JHLSAtNsIj8AgAvDxXX,Rilès,6pdcQa7by8IKuoVXvgknlI,WELCOME TO THE JUNGLE (Deluxe),78c0MqaiVSdxo38fjv0vcp,0.79,0.793,6,-6.544,1,0.121,0.393,0.0,0.138,0.496,141.046,210237
Kadhabin,03T7JF553K5pvxODKBsgVm,Samara,0WfKB7Lqqykt6gdtirYJUm,Kadhabin,5JYLLub4A1GNowDyy0XdeL,0.754,0.474,7,-9.29,0,0.326,0.19,0.0,0.11,0.193,136.075,280576
MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,MIDDLE CHILD,3XzSOIE6zGLliuqsVGLmUc,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594
Who Needs Love,2ktxr00GpTtbMNeBjNeY8D,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,A Love Letter To You 4,0tKX7BLXiiRgXUKYdJzjEz,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532
Bikini Bottom,0OEWqAXImvoUPMriF3yYHp,Stou,34S2x997xhDvKSFvhYzFFt,Bikini Bottom,3NLJ4rXzqwqoE2lZP7v6IH,0.9,0.372,9,-12.26,1,0.494,0.217,0.0,0.131,0.557,132.035,130909
Falso,1OjG282jcG7QIJJ6mcOgA5,A.L.A,3MKpGPhBp9KeXjGooKHNDX,TRAPLIFE,7l43pV1xs4fQMiOI2DiunA,0.723,0.595,0,-9.28,0,0.312,0.4,0.0,0.113,0.437,168.012,240000
FRANCHISE (feat. Young Thug & M.I.A.),4jVBIpuOiMj1crqd8LoCrJ,"['Travis Scott', 'Young Thug', 'M.I.A.']","['0Y5tJX1MQlPlqiwlOH1tJY', '50co4Is1HCEo8bhOyUWKpn', '0QJIPDAEDILuo8AIq3pMuU']",FRANCHISE (feat. Young Thug & M.I.A.),4Bp7LKA5Afo1PRoXuQe8qZ,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,202795
Ya Oumaima,1pxEOK2TKlvBVur3Tuu5BD,Nabil Louhichi,2bNcHSxAaOga9UCAspAJQ7,Elira W Dollar,6QMFjYEn7Xp3hnM95qM5UN,0.539,0.627,9,-5.745,0,0.0384,0.335,0.0,0.116,0.588,124.273,368907
Petite foulée,2ysxBvjOEr2SaHpedUh4Wl,Mizo-H,06XL1XaFDQE8H1SgmtFm5h,Petite foulée,0OUKwwwlqjSq2AhfKTUL4p,0.87,0.782,1,-9.621,1,0.412,0.496,0.0,0.105,0.747,122.909,146129
Ettala Fia,1AofrI6TYzXGIrvKk3tjWe,Carole Samaha,0CSSBwiYmYF569NxdQedQ3,Helm,5ZtffaFHscFIsdnJfAPotq,0.562,0.755,0,-5.503,0,0.0398,0.0441,1.37e-06,0.206,0.512,183.769,285559
Morphine,6bLTefzzLxM2jFif9u4aBw,Soldjvt,1vLZfHcyqW1vBDy93tdTYV,30.08,2fqdLzK03VLNIIIKvDQaOB,0.798,0.698,8,-8.746,0,0.315,0.347,3.67e-06,0.119,0.369,89.985,187077
Millions,43YQDj1KOPMFAUcTEPKy4p,Young Thug,50co4Is1HCEo8bhOyUWKpn,So Much Fun (Deluxe),24jAbLMFzCTlIv3kQ94HwK,0.942,0.531,1,-7.51,1,0.215,0.00236,0.000106,0.0812,0.74,99.027,157520
Wroom Wroom,4xtSgGX5CQgVXTCRhagLf1,"['Kassimi', 'Yunes LaGrintaa']","['2SLBMi00NHiYhfnJ36aTvd', '2Ny7KtAFxJ0Ac3FPBiClWW']",Wroom Wroom,1jVXH8SRRkuLIgLXn9JsD1,0.741,0.652,0,-9.695,0,0.206,0.0623,1.5e-06,0.12,0.787,138.013,148191
PSYCHO,1eprzC29mwUQqcVj0eILdx,"['Anne-Marie', 'Aitch']","['1zNqDE7qDGCsyzJwohVaoX', '2PJEagPIxaBugeMjIyKVXF']",PSYCHO,7qUT6ERWHp2U6RdUkuYZ3O,0.62,0.681,9,-4.915,1,0.356,0.0138,0.0,0.0248,0.741,160.743,162493
scapegoats,0Zt9ySO9K4BrQW7cfFgKFR,Baby Keem,5SXuuuRpukkTvsLuUknva1,The Melodic Blue,7n23fjZTviIUnHyvZGQjni,0.585,0.437,4,-7.145,0,0.223,0.923,0.0,0.154,0.618,80.178,76832
Lei (feat. Bené),1fdL0yW2DHzcOOUF0fZFv8,"['Baby Gang', 'Bené']","['3LvwPiJQJ0da0GurKMToV0', '3KQ6K5tg4iklLDO1cNnunn']",EP2,06BFpQi8sfXz6yQXlITPky,0.642,0.588,8,-7.754,0,0.342,0.544,0.0,0.246,0.525,177.056,212285
انتي سبابي و سباب بلايا,3X1yXawSSi2nehvx6qyV9X,Mazzikas,4CmRm0NK3n6HQxZ7FKiE4X,انتي سبابي و سباب بلايا,3iKJSEEPb3RDabmcqY2IDN,0.428,0.806,4,-3.672,0,0.0425,0.572,0.00021,0.352,0.869,157.32,201154
Trafficante,1rpFM1ZbTZVS1fusCzmzg9,Néza,6cE2WyjXwngsJynb3uk1WO,Trafficante,2fqjaXJGRG5PuEqb0ftjkB,0.729,0.792,6,-6.668,0,0.037,0.194,0.0,0.0795,0.594,129.985,127385
Sa3at,6MMCZzqOuSUJ41UR4FSxaa,A.L.A,3MKpGPhBp9KeXjGooKHNDX,TRAPLIFE,7l43pV1xs4fQMiOI2DiunA,0.821,0.524,9,-8.878,0,0.137,0.424,1.64e-05,0.0679,0.225,124.003,178065
